"key","shark_id","id","datetime","tz_datetime","latitude","longitude"
1,41,"59877","18 February 2017 9:00:28 AM","18 February 2017 9:00:28 AM +0900","31.08611","-78.99077"
1,41,"59876","18 February 2017 8:43:19 AM","18 February 2017 8:43:19 AM +0900","31.08337","-78.98044"
1,41,"59788","15 February 2017 11:11:03 AM","15 February 2017 11:11:03 AM +0900","31.27357","-78.95681"
1,41,"59787","15 February 2017 9:38:19 AM","15 February 2017 9:38:19 AM +0900","31.26519","-78.98256"
1,41,"59769","14 February 2017 8:28:50 PM","14 February 2017 8:28:50 PM +0900","31.30753","-78.97902"
1,41,"59763","14 February 2017 6:57:02 PM","14 February 2017 6:57:02 PM +0900","31.29869","-78.98539"
1,41,"59750","14 February 2017 7:41:25 AM","14 February 2017 7:41:25 AM +0900","31.05558","-79.05107"
1,41,"59742","14 February 2017 7:22:45 AM","14 February 2017 7:22:45 AM +0900","31.0598","-79.04975"
1,41,"59741","14 February 2017 7:03:12 AM","14 February 2017 7:03:12 AM +0900","31.08401","-78.91374"
1,41,"59715","13 February 2017 11:57:28 AM","13 February 2017 11:57:28 AM +0900","31.16867","-78.86118"
1,41,"59416","4 February 2017 7:52:36 AM","4 February 2017 7:52:36 AM +0900","31.29548","-79.32794"
1,41,"59412","4 February 2017 7:51:11 AM","4 February 2017 7:51:11 AM +0900","31.29573","-79.31753"
1,41,"59411","4 February 2017 7:40:51 AM","4 February 2017 7:40:51 AM +0900","31.29574","-79.31754"
1,41,"59286","30 January 2017 4:51:23 AM","30 January 2017 4:51:23 AM +0900","31.46324","-79.06938"
1,41,"59138","25 January 2017 10:58:47 AM","25 January 2017 10:58:47 AM +0900","31.44671","-78.93339"
1,41,"59067","23 January 2017 8:19:21 AM","23 January 2017 8:19:21 AM +0900","31.87147","-77.35744"
1,41,"59030","22 January 2017 6:40:18 AM","22 January 2017 6:40:18 AM +0900","31.63496","-78.7792"
1,41,"59026","22 January 2017 4:39:02 AM","22 January 2017 4:39:02 AM +0900","31.51787","-79.10326"
1,41,"59006","21 January 2017 11:34:07 AM","21 January 2017 11:34:07 AM +0900","31.51488","-79.13822"
1,41,"58600","18 January 2017 9:18:07 AM","18 January 2017 9:18:07 AM +0900","31.3104","-78.96395"
1,41,"58567","17 January 2017 8:41:21 AM","17 January 2017 8:41:21 AM +0900","31.54169","-78.49156"
1,41,"58525","16 January 2017 9:24:31 AM","16 January 2017 9:24:31 AM +0900","31.49061","-78.69292"
1,41,"58526","16 January 2017 9:10:24 AM","16 January 2017 9:10:24 AM +0900","31.4859","-78.69695"
1,41,"58505","15 January 2017 10:41:00 PM","15 January 2017 10:41:00 PM +0900","31.48697","-78.84183"
1,41,"58450","14 January 2017 8:48:42 AM","14 January 2017 8:48:42 AM +0900","31.41303","-79.31047"
1,41,"58354","12 January 2017 9:08:46 AM","12 January 2017 9:08:46 AM +0900","31.02384","-78.19803"
1,41,"58252","9 January 2017 5:35:45 AM","9 January 2017 5:35:45 AM +0900","31.50544","-77.08085"
1,41,"58238","8 January 2017 7:32:35 AM","8 January 2017 7:32:35 AM +0900","31.95577","-77.37063"
1,41,"58203","7 January 2017 12:05:33 AM","7 January 2017 12:05:33 AM +0900","32.30046","-78.19735"
1,41,"58202","6 January 2017 11:16:13 PM","6 January 2017 11:16:13 PM +0900","32.29535","-78.20633"
1,41,"58181","6 January 2017 12:28:03 AM","6 January 2017 12:28:03 AM +0900","32.34934","-78.37099"
1,41,"58075","2 January 2017 7:22:33 AM","2 January 2017 7:22:33 AM +0900","31.3761","-79.2295"
1,41,"57969","30 December 2016 5:48:41 AM","30 December 2016 5:48:41 AM +0900","31.44543","-78.6739"
1,41,"57694","22 December 2016 8:21:32 PM","22 December 2016 8:21:32 PM +0900","31.47899","-78.95284"
1,41,"57579","19 December 2016 7:28:07 AM","19 December 2016 7:28:07 AM +0900","31.67428","-78.8833"
1,41,"57578","19 December 2016 7:19:38 AM","19 December 2016 7:19:38 AM +0900","31.59617","-78.8922"
1,41,"57545","18 December 2016 9:54:58 AM","18 December 2016 9:54:58 AM +0900","31.26918","-79.33872"
1,41,"57468","15 December 2016 5:17:22 AM","15 December 2016 5:17:22 AM +0900","30.91614","-78.65992"
1,41,"57446","14 December 2016 7:40:20 AM","14 December 2016 7:40:20 AM +0900","31.50635","-76.00479"
1,41,"57444","14 December 2016 6:13:53 AM","14 December 2016 6:13:53 AM +0900","31.69623","-75.66385"
1,41,"57431","13 December 2016 8:45:31 PM","13 December 2016 8:45:31 PM +0900","31.73659","-75.96664"
1,41,"57370","12 December 2016 4:05:31 AM","12 December 2016 4:05:31 AM +0900","31.79232","-79.19172"
1,41,"57364","11 December 2016 11:04:27 PM","11 December 2016 11:04:27 PM +0900","31.75234","-79.176"
1,41,"57027","2 December 2016 4:23:26 AM","2 December 2016 4:23:26 AM +0900","31.90583","-77.85454"
1,41,"56594","22 November 2016 12:56:49 AM","22 November 2016 12:56:49 AM +0900","32.00863","-78.87824"
1,41,"56590","22 November 2016 12:11:18 AM","22 November 2016 12:11:18 AM +0900","32.05949","-79.81638"
1,41,"56209","11 November 2016 10:17:02 PM","11 November 2016 10:17:02 PM +0900","31.9757","-80.19268"
1,41,"56190","11 November 2016 12:43:04 PM","11 November 2016 12:43:04 PM +0900","32.09201","-79.94613"
1,41,"56180","11 November 2016 7:23:11 AM","11 November 2016 7:23:11 AM +0900","32.15312","-79.86559"
1,41,"56154","10 November 2016 9:43:53 PM","10 November 2016 9:43:53 PM +0900","32.06022","-79.74049"
1,41,"56150","10 November 2016 8:29:00 PM","10 November 2016 8:29:00 PM +0900","32.05051","-79.72597"
1,41,"56133","10 November 2016 11:20:39 AM","10 November 2016 11:20:39 AM +0900","32.03591","-79.72385"
1,41,"54138","28 September 2016 10:12:47 PM","28 September 2016 10:12:47 PM +0900","32.21759","-79.01743"
1,41,"54134","28 September 2016 8:36:04 PM","28 September 2016 8:36:04 PM +0900","32.22172","-79.06763"
1,41,"54099","28 September 2016 5:06:13 AM","28 September 2016 5:06:13 AM +0900","32.20899","-79.04301"
1,41,"53983","25 September 2016 5:32:18 AM","25 September 2016 5:32:18 AM +0900","32.33881","-79.03728"
1,41,"53766","21 September 2016 8:29:11 AM","21 September 2016 8:29:11 AM +0900","31.57246","-79.32608"
1,41,"53749","21 September 2016 3:00:09 AM","21 September 2016 3:00:09 AM +0900","31.54044","-79.32624"
1,41,"53622","18 September 2016 5:11:55 AM","18 September 2016 5:11:55 AM +0900","31.21047","-79.4152"
1,41,"53572","16 September 2016 9:27:05 AM","16 September 2016 9:27:05 AM +0900","31.34148","-78.81726"
1,41,"53301","11 September 2016 4:56:34 AM","11 September 2016 4:56:34 AM +0900","31.65347","-79.33011"
1,41,"53230","10 September 2016 3:26:58 AM","10 September 2016 3:26:58 AM +0900","31.80047","-79.20688"
1,41,"53222","10 September 2016 12:17:29 AM","10 September 2016 12:17:29 AM +0900","31.67424","-79.07685"
1,41,"53220","9 September 2016 11:31:01 PM","9 September 2016 11:31:01 PM +0900","31.67219","-79.0779"
1,41,"52443","16 August 2016 1:25:18 AM","16 August 2016 1:25:18 AM +0900","32.99034","-77.24555"
1,41,"52440","15 August 2016 8:40:05 PM","15 August 2016 8:40:05 PM +0900","32.78827","-77.45243"
1,41,"52418","13 August 2016 8:49:35 AM","13 August 2016 8:49:35 AM +0900","32.15799","-78.52763"
1,41,"52217","27 July 2016 12:56:25 AM","27 July 2016 12:56:25 AM +0900","31.6834","-77.27899"
1,41,"52005","18 July 2016 7:59:08 AM","18 July 2016 7:59:08 AM +0900","31.20237","-78.39483"
1,41,"51983","15 July 2016 8:38:39 AM","15 July 2016 8:38:39 AM +0900","30.68823","-77.76601"
1,41,"51982","15 July 2016 8:38:39 AM","15 July 2016 8:38:39 AM +0900","30.68823","-77.76601"
1,41,"51624","21 June 2016 12:41:16 AM","21 June 2016 12:41:16 AM +0900","31.83437","-77.57658"
1,41,"51613","19 June 2016 4:01:22 AM","19 June 2016 4:01:22 AM +0900","32.0754","-76.68781"
1,41,"51549","11 June 2016 10:50:50 PM","11 June 2016 10:50:50 PM +0900","34.5825","-74.47433"
1,41,"51477","5 June 2016 3:18:41 AM","5 June 2016 3:18:41 AM +0900","35.59395","-74.78188"
1,41,"51476","5 June 2016 1:14:27 AM","5 June 2016 1:14:27 AM +0900","35.63571","-74.80059"
1,41,"51467","4 June 2016 6:25:58 AM","4 June 2016 6:25:58 AM +0900","36.02585","-74.63865"
1,41,"51466","4 June 2016 6:21:36 AM","4 June 2016 6:21:36 AM +0900","36.02567","-74.64117"
1,41,"51455","3 June 2016 11:31:21 AM","3 June 2016 11:31:21 AM +0900","36.48996","-74.34659"
1,41,"51434","1 June 2016 7:42:15 AM","1 June 2016 7:42:15 AM +0900","37.25114","-73.65293"
1,41,"51433","1 June 2016 4:03:45 AM","1 June 2016 4:03:45 AM +0900","37.18794","-73.68199"
1,41,"51410","30 May 2016 1:33:27 AM","30 May 2016 1:33:27 AM +0900","37.84437","-73.45394"
1,41,"51409","29 May 2016 11:51:08 PM","29 May 2016 11:51:08 PM +0900","37.81253","-73.55068"
1,41,"51389","29 May 2016 7:17:40 AM","29 May 2016 7:17:40 AM +0900","36.71124","-73.76105"
1,41,"51383","28 May 2016 10:39:36 PM","28 May 2016 10:39:36 PM +0900","36.51548","-73.95583"
1,41,"51334","27 May 2016 9:00:47 AM","27 May 2016 9:00:47 AM +0900","35.9659","-73.40123"
1,41,"51333","27 May 2016 9:00:47 AM","27 May 2016 9:00:47 AM +0900","35.9659","-73.40123"
1,41,"51326","27 May 2016 3:25:02 AM","27 May 2016 3:25:02 AM +0900","36.01255","-73.4291"
1,41,"51325","27 May 2016 3:25:02 AM","27 May 2016 3:25:02 AM +0900","36.01255","-73.4291"
1,41,"51312","26 May 2016 8:53:51 PM","26 May 2016 8:53:51 PM +0900","36.07942","-73.51022"
1,41,"51311","26 May 2016 8:53:51 PM","26 May 2016 8:53:51 PM +0900","36.07942","-73.51022"
1,41,"51270","24 May 2016 10:19:19 PM","24 May 2016 10:19:19 PM +0900","36.49691","-74.91237"
1,41,"51269","24 May 2016 10:19:19 PM","24 May 2016 10:19:19 PM +0900","36.49691","-74.91237"
1,41,"51168","21 May 2016 9:23:56 AM","21 May 2016 9:23:56 AM +0900","37.70707","-75.0424"
1,41,"51159","20 May 2016 11:23:13 AM","20 May 2016 11:23:13 AM +0900","37.62188","-74.84342"
1,41,"51157","20 May 2016 9:40:39 AM","20 May 2016 9:40:39 AM +0900","37.66054","-74.86735"
1,41,"51155","20 May 2016 8:10:19 AM","20 May 2016 8:10:19 AM +0900","37.66558","-74.86642"
1,41,"51152","20 May 2016 7:43:07 AM","20 May 2016 7:43:07 AM +0900","37.64492","-74.90828"
1,41,"51151","20 May 2016 7:38:53 AM","20 May 2016 7:38:53 AM +0900","37.6442","-74.9112"
1,41,"51149","20 May 2016 6:04:59 AM","20 May 2016 6:04:59 AM +0900","37.64304","-74.90974"
1,41,"51059","15 May 2016 1:44:29 AM","15 May 2016 1:44:29 AM +0900","40.62823","-72.70386"
1,41,"51055","14 May 2016 11:23:08 PM","14 May 2016 11:23:08 PM +0900","40.65079","-72.55458"
1,41,"51052","14 May 2016 9:16:25 PM","14 May 2016 9:16:25 PM +0900","40.64768","-72.38032"
1,41,"51043","14 May 2016 6:55:58 AM","14 May 2016 6:55:58 AM +0900","40.81634","-72.10197"
1,41,"51029","13 May 2016 8:59:01 AM","13 May 2016 8:59:01 AM +0900","40.89177","-72.17262"
1,41,"51028","13 May 2016 8:28:42 AM","13 May 2016 8:28:42 AM +0900","40.87861","-72.15627"
1,41,"51027","13 May 2016 7:22:42 AM","13 May 2016 7:22:42 AM +0900","40.86076","-72.12372"
1,41,"51026","13 May 2016 6:45:11 AM","13 May 2016 6:45:11 AM +0900","40.84895","-72.10474"
1,41,"51025","13 May 2016 5:41:24 AM","13 May 2016 5:41:24 AM +0900","40.81558","-72.00636"
1,41,"51024","13 May 2016 4:21:04 AM","13 May 2016 4:21:04 AM +0900","40.79778","-71.99719"
1,41,"51023","13 May 2016 2:46:14 AM","13 May 2016 2:46:14 AM +0900","40.75471","-71.99229"
1,41,"51001","12 May 2016 7:49:34 AM","12 May 2016 7:49:34 AM +0900","40.32739313108896","-73.67256124999994"
1,41,"51000","12 May 2016 2:52:25 AM","12 May 2016 2:52:25 AM +0900","39.64291616256428","-73.82703742187505"
1,41,"50927","7 May 2016 9:52:25 AM","7 May 2016 9:52:25 AM +0900","39.08907","-74.09382"
1,41,"50923","7 May 2016 3:58:17 AM","7 May 2016 3:58:17 AM +0900","39.00014","-73.93063"
1,41,"50921","7 May 2016 1:09:55 AM","7 May 2016 1:09:55 AM +0900","38.95042","-73.78341"
1,41,"50919","6 May 2016 11:34:47 PM","6 May 2016 11:34:47 PM +0900","38.9138","-73.68039"
1,41,"50915","6 May 2016 8:54:15 PM","6 May 2016 8:54:15 PM +0900","38.82265","-73.61052"
1,41,"50914","6 May 2016 7:57:47 PM","6 May 2016 7:57:47 PM +0900","38.8185","-73.58494"
1,41,"50912","6 May 2016 6:27:11 PM","6 May 2016 6:27:11 PM +0900","38.81067","-73.53184"
1,41,"50908","6 May 2016 6:01:59 PM","6 May 2016 6:01:59 PM +0900","38.81279","-73.53612"
1,41,"50907","6 May 2016 4:26:58 PM","6 May 2016 4:26:58 PM +0900","38.8601","-73.67413"
1,41,"50898","5 May 2016 9:13:46 PM","5 May 2016 9:13:46 PM +0900","38.64592","-72.58453"
1,41,"50896","5 May 2016 8:36:31 PM","5 May 2016 8:36:31 PM +0900","38.64727","-72.55594"
1,41,"50895","5 May 2016 7:34:46 PM","5 May 2016 7:34:46 PM +0900","38.64159","-72.50651"
1,41,"50894","5 May 2016 7:33:40 PM","5 May 2016 7:33:40 PM +0900","38.64471","-72.51034"
1,41,"50891","5 May 2016 4:34:07 PM","5 May 2016 4:34:07 PM +0900","38.64644","-72.34266"
1,41,"50885","5 May 2016 11:35:52 AM","5 May 2016 11:35:52 AM +0900","38.65209","-72.15354"
1,41,"50883","5 May 2016 10:40:27 AM","5 May 2016 10:40:27 AM +0900","38.63679","-72.10417"
1,41,"50882","5 May 2016 9:52:51 AM","5 May 2016 9:52:51 AM +0900","38.64667","-72.12722"
1,41,"50878","5 May 2016 9:14:09 AM","5 May 2016 9:14:09 AM +0900","38.63445","-72.08382"
1,41,"50876","5 May 2016 7:38:33 AM","5 May 2016 7:38:33 AM +0900","38.56464","-72.00411"
1,41,"50881","5 May 2016 7:21:43 AM","5 May 2016 7:21:43 AM +0900","38.26009","-71.11539"
1,41,"50873","5 May 2016 4:16:53 AM","5 May 2016 4:16:53 AM +0900","38.28359","-71.11784"
1,41,"50872","5 May 2016 12:13:11 AM","5 May 2016 12:13:11 AM +0900","38.36892","-71.13599"
1,41,"50852","4 May 2016 2:43:44 AM","4 May 2016 2:43:44 AM +0900","38.23104","-71.21278"
1,41,"50833","3 May 2016 8:52:58 AM","3 May 2016 8:52:58 AM +0900","37.95763","-71.41107"
1,41,"50832","3 May 2016 8:41:43 AM","3 May 2016 8:41:43 AM +0900","37.95745","-71.41105"
1,41,"50769","30 April 2016 6:53:43 PM","30 April 2016 6:53:43 PM +0900","37.43544","-71.59101"
1,41,"50768","30 April 2016 6:19:29 PM","30 April 2016 6:19:29 PM +0900","37.45089","-71.58169"
1,41,"50767","30 April 2016 6:12:19 PM","30 April 2016 6:12:19 PM +0900","37.60479","-71.56357"
1,41,"50697","27 April 2016 9:16:12 PM","27 April 2016 9:16:12 PM +0900","38.04105","-72.4167"
1,41,"50696","27 April 2016 9:06:47 PM","27 April 2016 9:06:47 PM +0900","38.1111","-72.85043"
1,41,"50695","27 April 2016 4:28:14 PM","27 April 2016 4:28:14 PM +0900","38.21095","-72.81279"
1,41,"50691","27 April 2016 10:57:43 AM","27 April 2016 10:57:43 AM +0900","38.37552","-72.70963"
1,41,"50690","27 April 2016 10:10:49 AM","27 April 2016 10:10:49 AM +0900","38.40668","-72.65079"
1,41,"50688","27 April 2016 9:17:28 AM","27 April 2016 9:17:28 AM +0900","38.507","-72.51423"
1,41,"50654","26 April 2016 11:17:10 AM","26 April 2016 11:17:10 AM +0900","38.49456","-72.34331"
1,41,"50653","26 April 2016 10:29:18 AM","26 April 2016 10:29:18 AM +0900","38.52052","-72.32738"
1,41,"50652","26 April 2016 9:38:13 AM","26 April 2016 9:38:13 AM +0900","38.50515","-72.27812"
1,41,"50651","26 April 2016 9:03:45 AM","26 April 2016 9:03:45 AM +0900","38.49346","-72.15246"
1,41,"50650","26 April 2016 7:25:35 AM","26 April 2016 7:25:35 AM +0900","38.48369","-72.14711"
1,41,"50649","26 April 2016 6:02:13 AM","26 April 2016 6:02:13 AM +0900","38.4764","-72.12793"
1,41,"50648","26 April 2016 5:34:57 AM","26 April 2016 5:34:57 AM +0900","38.46607","-72.06224"
1,41,"50647","26 April 2016 4:10:38 AM","26 April 2016 4:10:38 AM +0900","38.46289","-72.04132"
1,41,"50646","25 April 2016 10:00:14 AM","25 April 2016 10:00:14 AM +0900","38.71936","-71.07117"
1,41,"50645","25 April 2016 6:30:42 AM","25 April 2016 6:30:42 AM +0900","38.65663","-71.09955"
1,41,"50644","25 April 2016 5:43:56 AM","25 April 2016 5:43:56 AM +0900","38.62661","-71.12201"
1,41,"50643","25 April 2016 12:19:45 AM","25 April 2016 12:19:45 AM +0900","38.30477","-70.75695"
1,41,"50642","24 April 2016 6:42:54 PM","24 April 2016 6:42:54 PM +0900","38.12594","-70.82938"
1,41,"50631","24 April 2016 7:32:42 AM","24 April 2016 7:32:42 AM +0900","38.16867","-71.2203"
1,41,"50630","24 April 2016 4:36:46 AM","24 April 2016 4:36:46 AM +0900","38.22887","-71.56214"
1,41,"50626","23 April 2016 6:36:29 PM","23 April 2016 6:36:29 PM +0900","38.33017","-71.63989"
1,41,"50625","23 April 2016 5:10:20 PM","23 April 2016 5:10:20 PM +0900","38.32285","-71.64673"
1,41,"50624","23 April 2016 3:29:47 PM","23 April 2016 3:29:47 PM +0900","38.3719","-71.59835"
1,41,"50621","23 April 2016 9:50:39 AM","23 April 2016 9:50:39 AM +0900","38.52293","-71.78726"
1,41,"50620","23 April 2016 8:58:40 AM","23 April 2016 8:58:40 AM +0900","38.54939","-71.73867"
1,41,"50619","23 April 2016 7:45:53 AM","23 April 2016 7:45:53 AM +0900","38.5831","-71.67944"
1,41,"50616","23 April 2016 7:18:05 AM","23 April 2016 7:18:05 AM +0900","38.5983","-71.65204"
1,41,"50615","23 April 2016 7:16:09 AM","23 April 2016 7:16:09 AM +0900","38.74351","-71.48436"
1,41,"50614","23 April 2016 6:10:23 AM","23 April 2016 6:10:23 AM +0900","38.75685","-71.4717"
1,41,"50612","23 April 2016 4:54:33 AM","23 April 2016 4:54:33 AM +0900","38.73628","-71.44285"
1,41,"50610","23 April 2016 12:58:48 AM","23 April 2016 12:58:48 AM +0900","38.85984","-71.41965"
1,41,"50606","22 April 2016 7:05:34 PM","22 April 2016 7:05:34 PM +0900","38.81158","-71.31326"
1,41,"50604","22 April 2016 6:44:29 PM","22 April 2016 6:44:29 PM +0900","38.74364","-71.30736"
1,41,"50603","22 April 2016 3:43:53 PM","22 April 2016 3:43:53 PM +0900","38.68712","-71.29931"
1,41,"50598","22 April 2016 10:09:49 AM","22 April 2016 10:09:49 AM +0900","38.46435","-71.40236"
1,41,"50596","22 April 2016 7:58:21 AM","22 April 2016 7:58:21 AM +0900","38.45075","-71.41164"
1,41,"50595","22 April 2016 6:25:24 AM","22 April 2016 6:25:24 AM +0900","38.43327","-71.38992"
1,41,"50593","22 April 2016 4:58:16 AM","22 April 2016 4:58:16 AM +0900","38.41948","-71.36666"
1,41,"50591","22 April 2016 3:19:34 AM","22 April 2016 3:19:34 AM +0900","38.38225","-71.36248"
1,41,"50565","21 April 2016 12:03:24 AM","21 April 2016 12:03:24 AM +0900","37.74396","-70.89339"
1,41,"50525","18 April 2016 10:38:49 AM","18 April 2016 10:38:49 AM +0900","37.11115","-70.94744"
1,41,"50522","18 April 2016 4:00:55 AM","18 April 2016 4:00:55 AM +0900","37.07039","-70.76498"
1,41,"50520","18 April 2016 12:11:53 AM","18 April 2016 12:11:53 AM +0900","37.00781","-70.62134"
1,41,"50519","17 April 2016 11:25:46 PM","17 April 2016 11:25:46 PM +0900","37.00664","-70.60411"
1,41,"50510","17 April 2016 6:42:37 PM","17 April 2016 6:42:37 PM +0900","36.86173","-70.75639"
1,41,"50507","17 April 2016 4:40:06 PM","17 April 2016 4:40:06 PM +0900","36.90618","-70.64772"
1,41,"50502","17 April 2016 11:52:55 AM","17 April 2016 11:52:55 AM +0900","36.85916","-70.36281"
1,41,"50500","17 April 2016 11:04:22 AM","17 April 2016 11:04:22 AM +0900","36.77174","-70.38127"
1,41,"50497","17 April 2016 10:15:15 AM","17 April 2016 10:15:15 AM +0900","36.86523","-70.20893"
1,41,"50495","17 April 2016 8:06:43 AM","17 April 2016 8:06:43 AM +0900","36.98144","-70.11151"
1,41,"50494","17 April 2016 7:11:16 AM","17 April 2016 7:11:16 AM +0900","37.00259","-70.08965"
1,41,"50493","17 April 2016 7:03:58 AM","17 April 2016 7:03:58 AM +0900","37.01535","-70.07935"
1,41,"50492","17 April 2016 6:28:44 AM","17 April 2016 6:28:44 AM +0900","37.09069","-70.05741"
1,41,"50490","17 April 2016 5:35:26 AM","17 April 2016 5:35:26 AM +0900","37.11681","-69.91009"
1,41,"50488","17 April 2016 2:37:05 AM","17 April 2016 2:37:05 AM +0900","37.2117","-69.7417"
1,41,"50468","16 April 2016 10:38:26 AM","16 April 2016 10:38:26 AM +0900","37.25642","-69.89411"
1,41,"50455","16 April 2016 4:26:45 AM","16 April 2016 4:26:45 AM +0900","37.29203","-70.09773"
1,41,"50454","16 April 2016 2:44:28 AM","16 April 2016 2:44:28 AM +0900","37.35249","-70.06011"
1,41,"50451","15 April 2016 10:25:40 PM","15 April 2016 10:25:40 PM +0900","37.29194","-70.38761"
1,41,"50450","15 April 2016 9:44:23 PM","15 April 2016 9:44:23 PM +0900","37.29351","-70.40874"
1,41,"50402","13 April 2016 8:05:02 AM","13 April 2016 8:05:02 AM +0900","37.88941","-72.20129"
1,41,"50401","13 April 2016 8:04:11 AM","13 April 2016 8:04:11 AM +0900","37.87731","-72.21126"
1,41,"50390","12 April 2016 11:31:04 PM","12 April 2016 11:31:04 PM +0900","37.81744","-72.5519"
1,41,"50387","12 April 2016 7:15:48 PM","12 April 2016 7:15:48 PM +0900","37.79093","-72.70379"
1,41,"50386","12 April 2016 7:07:28 PM","12 April 2016 7:07:28 PM +0900","37.78603","-72.68554"
1,41,"50383","12 April 2016 5:37:50 PM","12 April 2016 5:37:50 PM +0900","37.74871","-72.80518000000001"
1,41,"50382","12 April 2016 3:55:58 PM","12 April 2016 3:55:58 PM +0900","37.71345","-72.88876"
1,41,"50380","12 April 2016 11:11:15 AM","12 April 2016 11:11:15 AM +0900","37.68556","-72.90218"
1,41,"50377","12 April 2016 8:30:26 AM","12 April 2016 8:30:26 AM +0900","37.69071","-72.90462"
1,41,"50376","12 April 2016 6:53:35 AM","12 April 2016 6:53:35 AM +0900","37.67393","-72.90965"
1,41,"50375","12 April 2016 5:11:48 AM","12 April 2016 5:11:48 AM +0900","37.65916","-72.94205"
1,41,"50374","12 April 2016 5:11:09 AM","12 April 2016 5:11:09 AM +0900","37.63985","-73.00967"
1,41,"50373","12 April 2016 3:28:44 AM","12 April 2016 3:28:44 AM +0900","37.72819","-74.07512"
1,41,"50372","12 April 2016 1:29:30 AM","12 April 2016 1:29:30 AM +0900","37.49795","-73.36206"
1,41,"50371","12 April 2016 12:37:54 AM","12 April 2016 12:37:54 AM +0900","37.46219","-73.04009"
1,41,"50370","11 April 2016 11:50:16 PM","11 April 2016 11:50:16 PM +0900","37.80942","-74.17274"
1,41,"50356","11 April 2016 5:33:40 AM","11 April 2016 5:33:40 AM +0900","36.49013","-73.12029"
1,41,"50355","11 April 2016 5:22:54 AM","11 April 2016 5:22:54 AM +0900","36.48922","-73.12693"
1,41,"50354","11 April 2016 5:08:36 AM","11 April 2016 5:08:36 AM +0900","36.48654","-73.12734"
1,41,"50353","11 April 2016 3:44:00 AM","11 April 2016 3:44:00 AM +0900","36.48217","-73.12241"
1,41,"50293","8 April 2016 1:15:47 AM","8 April 2016 1:15:47 AM +0900","32.80242","-76.12403"
1,41,"50292","7 April 2016 11:29:47 PM","7 April 2016 11:29:47 PM +0900","32.7356","-76.04395"
1,41,"50244","6 April 2016 4:36:37 AM","6 April 2016 4:36:37 AM +0900","32.62878","-75.20701"
1,41,"50217","4 April 2016 3:27:03 AM","4 April 2016 3:27:03 AM +0900","32.57659","-75.46961"
1,41,"50197","3 April 2016 8:18:03 AM","3 April 2016 8:18:03 AM +0900","32.62839","-75.22716"
1,41,"50187","2 April 2016 5:48:16 PM","2 April 2016 5:48:16 PM +0900","32.81439","-74.4666"
1,41,"50186","2 April 2016 4:16:51 PM","2 April 2016 4:16:51 PM +0900","32.76201","-74.46517"
1,41,"50180","2 April 2016 11:19:45 AM","2 April 2016 11:19:45 AM +0900","32.76869","-74.60623"
1,41,"50173","2 April 2016 8:27:20 AM","2 April 2016 8:27:20 AM +0900","32.79614","-74.28931"
